id_vente,date,region,produit_categorie,id_client,montant
562,2024-12-06,Est,Textile,218,133.78
563,2024-12-06,Centre,Cosmetique,51,359.99
564,2024-12-07,Sud,Cosmetique,442,559.75
565,2024-12-07,Est,Cosmetique,25,205.87
566,2024-12-07,Ouest,Cosmetique,565,381.97
567,2024-12-08,Nord,Textile,204,486.95
568,2024-12-08,Est,Alimentaire,49,268.51
569,2024-12-08,Ouest,Mobilier,213,234.69
570,2024-12-08,Ouest,Textile,214,150.01
571,2024-12-08,Ouest,Alimentaire,359,150.76
572,2024-12-08,Centre,Alimentaire,81,46.03
573,2024-12-09,Nord,Alimentaire,310,348.07
574,2024-12-09,Sud,Cosmetique,3,670.63
575,2024-12-09,Ouest,Textile,482,364.23
576,2024-12-10,Sud,Alimentaire,57,230.39
577,2024-12-10,Sud,Mobilier,304,125.32
578,2024-12-10,Sud,Mobilier,374,197.6
579,2024-12-10,Sud,Electronique,6,146.55
580,2024-12-10,Est,Alimentaire,303,129.74
581,2024-12-11,Nord,Textile,16,367.38
582,2024-12-11,Sud,Cosmetique,593,524.82
583,2024-12-11,Ouest,Electronique,132,427.47
584,2024-12-11,Centre,Alimentaire,584,480.5
585,2024-12-11,Centre,Cosmetique,446,406.57
586,2024-12-12,Est,Textile,338,216.42
587,2024-12-13,Sud,Textile,16,422.79
588,2024-12-13,Est,Electronique,220,219.85
589,2024-12-13,Ouest,Electronique,594,363.82
590,2024-12-13,Ouest,Alimentaire,519,335.51
591,2024-12-13,Centre,Cosmetique,77,660.26
592,2024-12-14,Nord,Mobilier,596,417.84
593,2024-12-14,Sud,Cosmetique,428,696.16
594,2024-12-14,Centre,Textile,569,444.59
595,2024-12-15,Est,Textile,587,153.8
596,2024-12-16,Nord,Alimentaire,375,237.42
597,2024-12-16,Est,Mobilier,474,208.15
598,2024-12-16,Ouest,Alimentaire,94,641.85
599,2024-12-16,Centre,Textile,474,381.09
600,2024-12-16,Centre,Textile,410,367.63
601,2024-12-17,Sud,Cosmetique,65,729.44
602,2024-12-17,Est,Mobilier,10,118.05
603,2024-12-17,Ouest,Cosmetique,502,286.47
604,2024-12-17,Centre,Cosmetique,262,224.88
605,2024-12-17,Centre,Alimentaire,237,331.08
606,2024-12-18,Nord,Cosmetique,61,399.41
607,2024-12-18,Sud,Electronique,375,208.66
608,2024-12-18,Sud,Electronique,27,251.23
609,2024-12-18,Ouest,Cosmetique,121,393.9
610,2024-12-18,Centre,Mobilier,173,420.97
611,2024-12-18,Centre,Cosmetique,557,529.05
612,2024-12-19,Nord,Textile,280,328.78
613,2024-12-19,Sud,Textile,375,469.22
614,2024-12-19,Ouest,Mobilier,392,266.42
615,2024-12-20,Nord,Alimentaire,295,411.94
616,2024-12-20,Centre,Electronique,91,840.35
617,2024-12-21,Sud,Electronique,228,462.02
618,2024-12-21,Sud,Alimentaire,376,330.87
619,2024-12-21,Ouest,Cosmetique,397,278.04
620,2024-12-21,Centre,Mobilier,385,825.67
621,2024-12-22,Sud,Cosmetique,495,334.17
622,2024-12-22,Centre,Alimentaire,46,743.9
623,2024-12-23,Nord,Mobilier,178,275.83
624,2024-12-23,Sud,Electronique,395,549.49
625,2024-12-23,Est,Electronique,378,296.56
626,2024-12-23,Centre,Cosmetique,75,265.75
627,2024-12-24,Centre,Textile,324,559.62
628,2024-12-24,Centre,Alimentaire,245,357.76
629,2024-12-25,Nord,Alimentaire,199,490.44
630,2024-12-25,Ouest,Cosmetique,257,526.6
631,2024-12-25,Centre,Alimentaire,393,786.87
632,2024-12-26,Ouest,Electronique,498,600.91
633,2024-12-27,Nord,Cosmetique,398,361.71
634,2024-12-27,Est,Electronique,109,195.44
635,2024-12-27,Ouest,Mobilier,273,407.27
636,2024-12-27,Centre,Mobilier,265,837.83
637,2024-12-28,Nord,Textile,321,437.25
638,2024-12-28,Est,Alimentaire,202,228.39
639,2024-12-28,Ouest,Mobilier,57,404.55
640,2024-12-28,Centre,Alimentaire,579,222.88
641,2024-12-28,Centre,Electronique,90,117.31
642,2024-12-28,Centre,Cosmetique,349,122.77
643,2024-12-29,Est,Mobilier,172,345.54
644,2024-12-29,Ouest,Cosmetique,269,207.84
645,2024-12-29,Ouest,Mobilier,400,296.96
646,2024-12-30,Est,Alimentaire,373,155.72
647,2024-12-30,Centre,Mobilier,71,434.88
648,2024-12-30,Centre,Mobilier,505,492.24
649,2024-12-31,Nord,Electronique,530,194.23
650,2024-12-31,Ouest,Textile,459,319.99
651,2025-01-01,Sud,Electronique,592,178.71
652,2025-01-01,Est,Cosmetique,304,72.43
653,2025-01-01,Centre,Alimentaire,540,483.98
654,2025-01-02,Est,Alimentaire,32,10.0
655,2025-01-02,Ouest,Mobilier,249,258.88
656,2025-01-02,Centre,Alimentaire,205,445.77
657,2025-01-03,Ouest,Textile,161,29.83
658,2025-01-03,Ouest,Textile,128,138.03
659,2025-01-03,Ouest,Mobilier,473,47.87
660,2025-01-04,Ouest,Mobilier,34,117.23
661,2025-01-04,Centre,Cosmetique,376,298.8
662,2025-01-05,Nord,Mobilier,493,287.49
663,2025-01-05,Centre,Electronique,75,486.47
664,2025-01-07,Nord,Electronique,531,29.37
665,2025-01-07,Sud,Electronique,416,127.21
666,2025-01-07,Sud,Textile,494,23.65
667,2025-01-07,Est,Alimentaire,42,226.98
668,2025-01-07,Centre,Cosmetique,189,342.95
669,2025-01-08,Nord,Mobilier,14,142.53
670,2025-01-08,Sud,Cosmetique,569,321.63
671,2025-01-08,Ouest,Textile,395,341.62
672,2025-01-08,Centre,Mobilier,8,137.43
673,2025-01-09,Nord,Mobilier,219,165.77
674,2025-01-09,Sud,Textile,220,207.31
675,2025-01-09,Centre,Alimentaire,346,232.92
676,2025-01-10,Nord,Mobilier,39,321.88
677,2025-01-10,Est,Alimentaire,290,135.54
678,2025-01-11,Nord,Textile,306,137.28
679,2025-01-11,Centre,Cosmetique,14,67.36
680,2025-01-11,Centre,Mobilier,263,90.9
681,2025-01-11,Centre,Alimentaire,225,174.49
682,2025-01-12,Sud,Mobilier,81,309.4
683,2025-01-12,Est,Alimentaire,288,166.06
684,2025-01-12,Centre,Mobilier,561,344.85
685,2025-01-13,Sud,Mobilier,148,118.8
686,2025-01-13,Est,Mobilier,558,96.26
687,2025-01-13,Ouest,Cosmetique,18,375.3
688,2025-01-14,Nord,Mobilier,363,164.35
689,2025-01-14,Nord,Alimentaire,230,102.68
690,2025-01-14,Est,Cosmetique,41,119.65
691,2025-01-14,Ouest,Electronique,438,385.89
692,2025-01-15,Sud,Alimentaire,53,376.85
693,2025-01-15,Est,Alimentaire,401,53.91
694,2025-01-15,Ouest,Electronique,379,313.23
695,2025-01-15,Centre,Cosmetique,8,356.33
696,2025-01-16,Nord,Mobilier,198,132.46
697,2025-01-16,Sud,Alimentaire,39,392.13
698,2025-01-16,Est,Electronique,47,137.63
699,2025-01-16,Centre,Mobilier,228,367.06
700,2025-01-17,Sud,Cosmetique,435,228.86
701,2025-01-17,Sud,Alimentaire,99,266.12
702,2025-01-17,Est,Mobilier,231,109.6
703,2025-01-17,Ouest,Mobilier,62,144.51
704,2025-01-17,Ouest,Textile,161,180.7
705,2025-01-17,Ouest,Electronique,541,130.6
706,2025-01-18,Sud,Mobilier,2,310.95
707,2025-01-18,Est,Cosmetique,180,227.78
708,2025-01-18,Centre,Textile,65,180.04
709,2025-01-19,Nord,Mobilier,159,110.64
710,2025-01-19,Sud,Mobilier,245,76.82
711,2025-01-19,Sud,Cosmetique,414,171.42
712,2025-01-19,Est,Textile,321,238.16
713,2025-01-19,Centre,Textile,442,154.73
714,2025-01-19,Centre,Electronique,28,295.69
715,2025-01-20,Sud,Mobilier,570,321.15
716,2025-01-20,Ouest,Electronique,23,222.73
717,2025-01-20,Centre,Textile,450,232.75
718,2025-01-20,Centre,Electronique,401,236.3
719,2025-01-21,Nord,Cosmetique,511,201.89
720,2025-01-21,Est,Alimentaire,440,141.8
721,2025-01-21,Centre,Cosmetique,49,290.6
722,2025-01-22,Nord,Textile,193,260.91
723,2025-01-22,Sud,Cosmetique,408,428.78
724,2025-01-22,Est,Textile,314,152.06
725,2025-01-22,Centre,Cosmetique,346,453.83
726,2025-01-23,Nord,Mobilier,379,346.76
727,2025-01-23,Est,Mobilier,422,98.91
728,2025-01-24,Ouest,Cosmetique,294,289.25
729,2025-01-25,Nord,Electronique,559,223.67
730,2025-01-25,Est,Textile,522,131.03
731,2025-01-25,Ouest,Mobilier,402,39.29
732,2025-01-25,Ouest,Textile,149,20.35
733,2025-01-25,Ouest,Mobilier,586,55.5
734,2025-01-25,Ouest,Alimentaire,169,10.0
735,2025-01-26,Nord,Cosmetique,241,117.7
736,2025-01-26,Est,Mobilier,532,25.15
737,2025-01-26,Centre,Cosmetique,91,220.63
738,2025-01-27,Nord,Alimentaire,38,276.71
739,2025-01-27,Est,Textile,123,113.76
740,2025-01-27,Ouest,Cosmetique,443,28.48
741,2025-01-27,Centre,Mobilier,354,168.06
742,2025-01-27,Centre,Alimentaire,473,156.82
743,2025-01-28,Sud,Mobilier,191,152.48
744,2025-01-28,Est,Alimentaire,439,152.93
745,2025-01-28,Centre,Alimentaire,310,250.64
746,2025-01-28,Centre,Mobilier,507,289.6
747,2025-01-29,Nord,Cosmetique,519,79.86
748,2025-01-29,Nord,Textile,186,157.04
749,2025-01-29,Ouest,Textile,506,326.39
750,2025-01-29,Centre,Alimentaire,113,227.73
751,2025-01-30,Nord,Mobilier,329,163.8
752,2025-01-30,Sud,Alimentaire,311,258.05
753,2025-01-30,Ouest,Textile,581,336.18
754,2025-01-31,Nord,Alimentaire,27,301.5
755,2025-01-31,Est,Alimentaire,12,167.6
756,2025-02-01,Nord,Textile,112,324.32
757,2025-02-01,Est,Cosmetique,468,233.74
758,2025-02-01,Ouest,Alimentaire,339,303.42
759,2025-02-01,Centre,Cosmetique,219,111.62
760,2025-02-02,Sud,Alimentaire,223,515.12
761,2025-02-02,Ouest,Mobilier,544,362.12
762,2025-02-03,Sud,Alimentaire,84,144.13
763,2025-02-03,Sud,Alimentaire,543,161.49
764,2025-02-03,Sud,Electronique,52,156.32
765,2025-02-03,Est,Mobilier,478,121.86
766,2025-02-04,Nord,Mobilier,258,256.5
767,2025-02-04,Sud,Cosmetique,562,238.88
768,2025-02-04,Est,Cosmetique,413,127.82
769,2025-02-04,Centre,Alimentaire,28,503.63
770,2025-02-05,Sud,Textile,264,280.64
771,2025-02-05,Ouest,Alimentaire,576,101.28
772,2025-02-05,Centre,Electronique,258,762.21
773,2025-02-06,Nord,Alimentaire,47,257.37
774,2025-02-06,Sud,Electronique,28,198.6
775,2025-02-06,Est,Alimentaire,167,240.36
776,2025-02-07,Sud,Cosmetique,346,410.85
777,2025-02-07,Centre,Alimentaire,118,450.49
778,2025-02-08,Sud,Cosmetique,596,385.7
779,2025-02-08,Est,Textile,300,217.94
780,2025-02-08,Ouest,Textile,342,167.11
781,2025-02-09,Nord,Mobilier,347,112.92
782,2025-02-09,Sud,Alimentaire,217,213.38
783,2025-02-09,Sud,Mobilier,516,191.8
784,2025-02-09,Est,Alimentaire,69,70.84
785,2025-02-09,Centre,Textile,489,532.97
786,2025-02-10,Nord,Electronique,193,225.36
787,2025-02-10,Sud,Mobilier,289,265.89
788,2025-02-11,Nord,Mobilier,564,299.05
789,2025-02-11,Sud,Textile,312,430.67
790,2025-02-11,Centre,Textile,42,324.77
791,2025-02-12,Sud,Electronique,531,697.71
792,2025-02-12,Est,Mobilier,104,67.83
793,2025-02-12,Ouest,Textile,154,423.67
794,2025-02-12,Centre,Textile,143,423.68
795,2025-02-13,Nord,Electronique,64,164.64
796,2025-02-13,Sud,Electronique,73,424.06
797,2025-02-13,Est,Cosmetique,106,78.14
798,2025-02-13,Ouest,Alimentaire,406,182.62
799,2025-02-13,Centre,Cosmetique,524,169.22
800,2025-02-13,Centre,Electronique,194,151.81
801,2025-02-14,Sud,Textile,439,199.72
802,2025-02-15,Nord,Electronique,532,78.97
803,2025-02-15,Sud,Mobilier,59,493.89
804,2025-02-15,Est,Textile,263,187.24
805,2025-02-16,Nord,Cosmetique,222,286.7
806,2025-02-16,Sud,Cosmetique,526,104.9
807,2025-02-16,Sud,Cosmetique,389,139.47
808,2025-02-16,Sud,Textile,113,98.34
809,2025-02-16,Ouest,Alimentaire,204,169.15
810,2025-02-16,Centre,Alimentaire,429,333.91
811,2025-02-17,Est,Alimentaire,493,157.6
812,2025-02-17,Ouest,Electronique,172,223.62
813,2025-02-18,Sud,Electronique,246,327.53
814,2025-02-18,Est,Mobilier,71,83.09
815,2025-02-18,Ouest,Textile,5,266.2
816,2025-02-18,Ouest,Mobilier,297,119.8
817,2025-02-19,Nord,Electronique,188,192.03
818,2025-02-19,Est,Textile,199,160.76
819,2025-02-19,Ouest,Cosmetique,333,65.18
820,2025-02-19,Ouest,Textile,535,100.79
821,2025-02-19,Centre,Electronique,315,305.16
822,2025-02-19,Centre,Cosmetique,128,228.21
823,2025-02-20,Sud,Cosmetique,416,363.47
824,2025-02-21,Nord,Textile,412,49.35
825,2025-02-21,Nord,Alimentaire,331,126.29
826,2025-02-21,Ouest,Electronique,389,358.03
827,2025-02-21,Centre,Electronique,540,543.95
828,2025-02-22,Nord,Alimentaire,420,268.47
829,2025-02-22,Est,Mobilier,420,166.75
830,2025-02-23,Sud,Mobilier,186,242.58
831,2025-02-24,Est,Electronique,83,186.11
832,2025-02-25,Sud,Alimentaire,522,213.92
833,2025-02-26,Nord,Alimentaire,247,387.33
834,2025-02-26,Sud,Cosmetique,151,401.91
835,2025-02-26,Ouest,Mobilier,130,319.61
836,2025-02-27,Nord,Mobilier,577,228.35
837,2025-02-27,Sud,Cosmetique,468,164.49
838,2025-02-27,Sud,Textile,166,281.09
839,2025-02-27,Sud,Mobilier,189,227.05
840,2025-02-27,Ouest,Cosmetique,530,74.96
841,2025-02-28,Nord,Alimentaire,5,263.17
842,2025-02-28,Sud,Textile,125,336.17
843,2025-02-28,Ouest,Electronique,277,182.29
844,2025-03-01,Nord,Alimentaire,420,272.49
845,2025-03-01,Sud,Textile,419,395.46
846,2025-03-01,Est,Cosmetique,488,200.54
847,2025-03-01,Centre,Alimentaire,451,388.61
848,2025-03-01,Centre,Textile,307,340.55
849,2025-03-02,Nord,Electronique,68,361.57
850,2025-03-02,Est,Alimentaire,579,158.61
851,2025-03-02,Centre,Alimentaire,300,267.52
852,2025-03-02,Centre,Mobilier,485,195.33
853,2025-03-02,Centre,Textile,356,179.83
854,2025-03-03,Sud,Textile,590,200.97
855,2025-03-03,Sud,Mobilier,568,206.67
856,2025-03-03,Sud,Cosmetique,331,239.39
857,2025-03-03,Ouest,Cosmetique,479,159.07
858,2025-03-04,Nord,Mobilier,30,390.42
859,2025-03-04,Sud,Alimentaire,299,326.85
860,2025-03-04,Sud,Electronique,207,294.0
861,2025-03-04,Est,Cosmetique,202,248.67
862,2025-03-04,Ouest,Electronique,112,267.38
863,2025-03-05,Nord,Textile,494,205.14
864,2025-03-06,Sud,Textile,392,287.9
865,2025-03-06,Sud,Cosmetique,211,287.78
866,2025-03-06,Est,Alimentaire,446,133.0
867,2025-03-06,Centre,Textile,203,436.62
868,2025-03-07,Nord,Electronique,430,184.91
869,2025-03-07,Nord,Alimentaire,440,177.02
870,2025-03-07,Sud,Cosmetique,338,455.22
871,2025-03-07,Ouest,Textile,149,320.26
872,2025-03-07,Centre,Cosmetique,343,538.89
873,2025-03-08,Sud,Alimentaire,177,330.97
874,2025-03-08,Sud,Alimentaire,449,377.15
875,2025-03-08,Est,Alimentaire,267,240.55
876,2025-03-08,Ouest,Mobilier,512,324.12
877,2025-03-09,Nord,Mobilier,46,269.17
878,2025-03-09,Centre,Electronique,507,725.05
879,2025-03-10,Nord,Alimentaire,492,272.0
880,2025-03-10,Est,Alimentaire,438,149.56
881,2025-03-11,Sud,Textile,519,275.06
882,2025-03-11,Sud,Electronique,302,358.35
883,2025-03-11,Ouest,Electronique,207,329.44
884,2025-03-12,Nord,Cosmetique,320,327.85
885,2025-03-12,Sud,Alimentaire,514,452.37
886,2025-03-12,Est,Textile,192,133.33
887,2025-03-12,Ouest,Cosmetique,599,358.67
888,2025-03-12,Centre,Mobilier,35,71.4
889,2025-03-13,Sud,Alimentaire,361,267.55
890,2025-03-13,Sud,Electronique,233,321.21
891,2025-03-13,Est,Alimentaire,112,286.33
892,2025-03-13,Ouest,Alimentaire,18,380.95
893,2025-03-13,Centre,Mobilier,528,708.01
894,2025-03-14,Est,Textile,310,200.05
895,2025-03-14,Centre,Textile,79,640.87
896,2025-03-15,Nord,Textile,235,215.27
897,2025-03-15,Est,Cosmetique,26,171.22
898,2025-03-15,Ouest,Textile,468,276.51
899,2025-03-15,Centre,Cosmetique,44,419.35
900,2025-03-16,Nord,Mobilier,58,196.83
901,2025-03-16,Sud,Alimentaire,458,168.39
902,2025-03-16,Sud,Cosmetique,150,189.45
903,2025-03-16,Ouest,Mobilier,552,291.98
904,2025-03-16,Centre,Cosmetique,261,353.77
905,2025-03-16,Centre,Mobilier,231,370.03
906,2025-03-17,Nord,Textile,230,434.1
907,2025-03-17,Est,Textile,335,108.54
908,2025-03-17,Ouest,Mobilier,452,373.64
909,2025-03-17,Centre,Electronique,217,438.7
910,2025-03-17,Centre,Mobilier,319,411.25
911,2025-03-18,Ouest,Cosmetique,152,198.28
912,2025-03-19,Nord,Mobilier,87,307.73
913,2025-03-19,Sud,Alimentaire,540,506.44
914,2025-03-19,Est,Electronique,156,173.37
915,2025-03-19,Centre,Mobilier,432,579.17
916,2025-03-20,Nord,Electronique,372,275.75
917,2025-03-20,Sud,Electronique,15,352.79
918,2025-03-20,Centre,Mobilier,173,218.44
919,2025-03-22,Nord,Mobilier,402,307.19
920,2025-03-22,Sud,Textile,438,571.21
921,2025-03-22,Est,Mobilier,194,52.91
922,2025-03-22,Centre,Mobilier,421,743.3
923,2025-03-23,Est,Textile,504,297.5
924,2025-03-24,Sud,Textile,216,303.68
925,2025-03-24,Sud,Alimentaire,55,315.69
926,2025-03-24,Est,Mobilier,208,277.36
927,2025-03-25,Nord,Cosmetique,37,393.05
928,2025-03-25,Sud,Electronique,374,314.38
929,2025-03-25,Sud,Textile,439,176.56
930,2025-03-25,Est,Mobilier,248,189.32
931,2025-03-25,Ouest,Cosmetique,542,193.02
932,2025-03-25,Centre,Electronique,63,730.63
933,2025-03-26,Sud,Mobilier,271,568.88
934,2025-03-26,Est,Cosmetique,241,221.87
935,2025-03-26,Centre,Electronique,149,115.74
936,2025-03-26,Centre,Cosmetique,390,134.79
937,2025-03-26,Centre,Textile,217,135.64
938,2025-03-26,Centre,Mobilier,86,89.92
939,2025-03-27,Nord,Cosmetique,40,403.22
940,2025-03-27,Est,Cosmetique,412,299.88
941,2025-03-28,Sud,Mobilier,460,518.28
942,2025-03-28,Ouest,Electronique,191,370.53
943,2025-03-28,Centre,Mobilier,114,683.04
944,2025-03-29,Sud,Cosmetique,501,676.07
945,2025-03-29,Ouest,Alimentaire,236,402.56
946,2025-03-30,Nord,Electronique,563,308.52
947,2025-03-30,Sud,Cosmetique,205,481.45
948,2025-03-30,Ouest,Alimentaire,187,318.08
949,2025-03-30,Centre,Electronique,9,891.52
950,2025-03-31,Sud,Textile,236,590.9
951,2025-03-31,Est,Mobilier,29,149.07
952,2025-03-31,Est,Electronique,491,106.7
953,2025-04-01,Nord,Electronique,508,358.43
954,2025-04-01,Est,Cosmetique,156,138.8
955,2025-04-01,Centre,Alimentaire,117,501.05
956,2025-04-02,Nord,Electronique,180,246.62
957,2025-04-02,Est,Mobilier,262,224.46
958,2025-04-02,Ouest,Electronique,21,84.21
959,2025-04-03,Nord,Electronique,257,370.08
960,2025-04-03,Sud,Cosmetique,175,258.21
961,2025-04-03,Sud,Electronique,134,280.93
962,2025-04-03,Sud,Alimentaire,279,313.84
963,2025-04-03,Est,Cosmetique,592,138.01
964,2025-04-04,Est,Textile,410,220.37
965,2025-04-04,Ouest,Textile,229,107.61
966,2025-04-04,Ouest,Cosmetique,108,169.32
967,2025-04-04,Centre,Alimentaire,14,456.73
968,2025-04-04,Centre,Cosmetique,523,505.61
969,2025-04-05,Nord,Cosmetique,350,260.6
970,2025-04-05,Sud,Cosmetique,484,364.2
971,2025-04-05,Sud,Cosmetique,372,329.2
972,2025-04-05,Centre,Electronique,308,279.26
973,2025-04-05,Centre,Mobilier,87,414.89
974,2025-04-05,Centre,Textile,183,289.71
975,2025-04-06,Nord,Alimentaire,58,418.6
976,2025-04-07,Est,Electronique,74,365.82
977,2025-04-08,Nord,Textile,319,172.32
978,2025-04-08,Nord,Mobilier,367,210.42
979,2025-04-08,Centre,Cosmetique,257,253.92
980,2025-04-09,Nord,Mobilier,279,315.02
981,2025-04-09,Centre,Textile,279,71.89
982,2025-04-10,Est,Textile,260,305.02
983,2025-04-10,Ouest,Electronique,502,344.7
984,2025-04-11,Sud,Electronique,131,448.66
985,2025-04-11,Est,Alimentaire,295,320.18
986,2025-04-12,Sud,Cosmetique,108,137.11
987,2025-04-12,Sud,Mobilier,187,213.28
988,2025-04-12,Sud,Cosmetique,87,157.68
989,2025-04-12,Est,Mobilier,175,281.76
990,2025-04-12,Ouest,Cosmetique,519,443.15
991,2025-04-12,Centre,Textile,481,199.03
992,2025-04-12,Centre,Textile,501,193.66
993,2025-04-12,Centre,Cosmetique,361,295.33
994,2025-04-12,Centre,Alimentaire,424,213.83
995,2025-04-13,Nord,Textile,304,315.64
996,2025-04-13,Centre,Alimentaire,192,200.37
997,2025-04-13,Centre,Textile,108,260.38
998,2025-04-13,Centre,Electronique,240,139.56
999,2025-04-13,Centre,Electronique,561,293.55
1000,2025-04-14,Nord,Cosmetique,198,161.06
1001,2025-04-14,Sud,Mobilier,223,772.81
1002,2025-04-14,Est,Electronique,454,161.93
1003,2025-04-14,Centre,Textile,518,440.14
1004,2025-04-14,Centre,Textile,320,434.54
1005,2025-04-15,Nord,Electronique,399,396.29
1006,2025-04-15,Sud,Electronique,48,327.19
1007,2025-04-15,Sud,Mobilier,407,237.88
1008,2025-04-15,Ouest,Electronique,526,93.3
1009,2025-04-15,Ouest,Cosmetique,508,124.26
1010,2025-04-15,Ouest,Mobilier,342,113.84
1011,2025-04-15,Centre,Electronique,155,238.72
1012,2025-04-16,Nord,Textile,290,403.32
1013,2025-04-16,Est,Electronique,138,195.12
1014,2025-04-16,Est,Cosmetique,457,32.32
1015,2025-04-16,Ouest,Cosmetique,411,464.35
1016,2025-04-17,Ouest,Textile,210,513.92
1017,2025-04-18,Nord,Mobilier,435,473.93
1018,2025-04-18,Ouest,Textile,209,372.5
1019,2025-04-18,Centre,Electronique,509,604.35
1020,2025-04-19,Ouest,Textile,395,197.31
1021,2025-04-19,Ouest,Mobilier,223,207.3
1022,2025-04-19,Centre,Alimentaire,574,574.11
1023,2025-04-20,Nord,Textile,100,193.93
1024,2025-04-20,Sud,Mobilier,518,149.95
1025,2025-04-20,Sud,Alimentaire,21,208.44
1026,2025-04-20,Sud,Mobilier,466,194.01
1027,2025-04-20,Ouest,Mobilier,264,643.92
1028,2025-04-21,Sud,Alimentaire,570,448.54
1029,2025-04-21,Est,Textile,177,345.23
1030,2025-04-22,Sud,Alimentaire,194,509.86
1031,2025-04-22,Est,Textile,131,132.42
1032,2025-04-22,Ouest,Mobilier,133,522.06
1033,2025-04-22,Centre,Textile,319,535.36
1034,2025-04-23,Nord,Cosmetique,383,327.78
1035,2025-04-23,Sud,Alimentaire,129,651.52
1036,2025-04-23,Centre,Alimentaire,165,278.85
1037,2025-04-23,Centre,Electronique,557,290.76
1038,2025-04-23,Centre,Mobilier,5,405.98
1039,2025-04-24,Sud,Mobilier,543,313.18
1040,2025-04-24,Est,Textile,562,364.94
1041,2025-04-24,Ouest,Cosmetique,591,566.4
1042,2025-04-24,Centre,Mobilier,497,251.59
1043,2025-04-24,Centre,Cosmetique,345,358.66
1044,2025-04-25,Sud,Electronique,349,331.29
1045,2025-04-25,Ouest,Alimentaire,484,369.67
1046,2025-04-25,Centre,Cosmetique,423,320.57
1047,2025-04-25,Centre,Mobilier,277,298.25
1048,2025-04-26,Nord,Alimentaire,366,449.74
1049,2025-04-26,Est,Cosmetique,577,118.58
1050,2025-04-26,Ouest,Cosmetique,598,482.03
1051,2025-04-26,Centre,Textile,419,230.45
1052,2025-04-26,Centre,Alimentaire,548,248.02
1053,2025-04-26,Centre,Cosmetique,185,157.97
1054,2025-04-27,Nord,Textile,509,417.27
1055,2025-04-27,Est,Mobilier,332,237.93
1056,2025-04-27,Ouest,Cosmetique,379,451.19
1057,2025-04-27,Centre,Textile,106,408.39
1058,2025-04-28,Est,Textile,74,200.08
1059,2025-04-28,Ouest,Alimentaire,224,420.04
1060,2025-04-28,Centre,Textile,97,303.23
1061,2025-04-28,Centre,Cosmetique,52,411.49
1062,2025-04-29,Sud,Electronique,24,362.2
1063,2025-04-29,Ouest,Mobilier,220,262.51
1064,2025-04-30,Nord,Cosmetique,288,181.3
1065,2025-04-30,Est,Cosmetique,127,317.62
1066,2025-04-30,Ouest,Mobilier,319,223.58
1067,2025-04-30,Centre,Mobilier,419,248.04
1068,2025-04-30,Centre,Textile,495,274.21
1069,2025-05-01,Nord,Cosmetique,561,520.52
1070,2025-05-01,Sud,Textile,74,225.1
1071,2025-05-01,Sud,Alimentaire,460,206.38
1072,2025-05-01,Sud,Textile,12,173.97
1073,2025-05-01,Ouest,Alimentaire,577,251.47
1074,2025-05-01,Centre,Electronique,554,441.94
1075,2025-05-02,Nord,Cosmetique,63,489.67
1076,2025-05-02,Sud,Alimentaire,315,221.4
1077,2025-05-02,Sud,Electronique,294,176.36
1078,2025-05-02,Sud,Mobilier,481,247.01
1079,2025-05-02,Sud,Textile,267,129.68
1080,2025-05-02,Est,Electronique,431,231.16
1081,2025-05-02,Ouest,Alimentaire,66,256.49
1082,2025-05-02,Centre,Cosmetique,220,497.02
1083,2025-05-03,Sud,Mobilier,189,339.09
1084,2025-05-03,Sud,Mobilier,382,395.23
1085,2025-05-03,Est,Electronique,419,116.27
1086,2025-05-03,Est,Electronique,455,58.12
1087,2025-05-03,Est,Textile,332,61.85
1088,2025-05-04,Sud,Mobilier,456,830.12
1089,2025-05-04,Est,Mobilier,292,276.86
1090,2025-05-04,Ouest,Textile,243,209.43
1091,2025-05-04,Ouest,Cosmetique,190,186.61
1092,2025-05-04,Centre,Textile,427,242.25
1093,2025-05-04,Centre,Alimentaire,528,162.05
1094,2025-05-04,Centre,Alimentaire,350,231.78
1095,2025-05-05,Nord,Electronique,249,345.2
1096,2025-05-05,Ouest,Textile,317,285.01
1097,2025-05-05,Centre,Textile,119,924.38
1098,2025-05-06,Sud,Electronique,85,557.41
1099,2025-05-06,Ouest,Cosmetique,350,198.64
1100,2025-05-06,Ouest,Textile,197,113.58
1101,2025-05-07,Est,Mobilier,566,178.56
1102,2025-05-08,Sud,Textile,398,596.32
1103,2025-05-08,Centre,Cosmetique,288,264.51
1104,2025-05-08,Centre,Textile,95,232.73
1105,2025-05-09,Nord,Mobilier,565,313.15
1106,2025-05-09,Est,Alimentaire,526,248.45
1107,2025-05-09,Centre,Alimentaire,57,801.05
1108,2025-05-10,Ouest,Cosmetique,516,271.02
1109,2025-05-10,Centre,Cosmetique,216,174.57
1110,2025-05-10,Centre,Mobilier,508,137.7
1111,2025-05-10,Centre,Alimentaire,413,225.78
1112,2025-05-10,Centre,Alimentaire,21,165.18
1113,2025-05-11,Nord,Alimentaire,548,306.79
1114,2025-05-11,Nord,Alimentaire,246,267.34
1115,2025-05-11,Est,Mobilier,397,177.28
1116,2025-05-11,Ouest,Cosmetique,216,490.94
1117,2025-05-11,Centre,Cosmetique,277,182.44
1118,2025-05-11,Centre,Electronique,448,179.54
